driveline,hybrid,city.mpg,fuel.type,highway.mpg,class,make,year,horsepower,torque
Front-wheel drive,TRUE,30,Gasoline,41,Manual transmission,Volkswagen,2010,140,236
Front-wheel drive,TRUE,23,Gasoline,30,Automatic transmission,Volkswagen,2010,170,177
Front-wheel drive,TRUE,23,Gasoline,30,Automatic transmission,Volkswagen,2010,170,177
Front-wheel drive,TRUE,30,Gasoline,41,Manual transmission,Volkswagen,2010,140,236
Rear-wheel drive,TRUE,17,Gasoline,22,Automatic transmission,Toyota,2010,260,271
Four-wheel drive,TRUE,15,Gasoline,19,Manual transmission,Toyota,2010,260,271
Four-wheel drive,TRUE,17,Gasoline,21,Automatic transmission,Toyota,2010,260,271
Front-wheel drive,TRUE,20,Gasoline,25,Automatic transmission,Toyota,2011,187,186
Front-wheel drive,TRUE,20,Gasoline,25,Automatic transmission,Toyota,2011,270,248
Four-wheel drive,TRUE,17,Gasoline,22,Automatic transmission,Toyota,2011,270,248
Front-wheel drive,TRUE,20,Gasoline,25,Automatic transmission,Toyota,2011,187,186
Front-wheel drive,TRUE,18,Gasoline,24,Automatic transmission,Toyota,2011,270,248
Four-wheel drive,TRUE,17,Gasoline,22,Automatic transmission,Toyota,2011,270,248
Front-wheel drive,TRUE,18,Gasoline,24,Automatic transmission,Toyota,2011,270,248
Four-wheel drive,TRUE,17,Gasoline,22,Automatic transmission,Toyota,2011,270,248
Front-wheel drive,TRUE,20,Gasoline,27,Automatic transmission,Toyota,2010,187,186
Front-wheel drive,TRUE,18,Gasoline,24,Automatic transmission,Toyota,2010,270,248
Four-wheel drive,TRUE,17,Gasoline,23,Automatic transmission,Toyota,2010,270,248
Front-wheel drive,TRUE,18,Gasoline,24,Automatic transmission,Toyota,2010,270,248
Four-wheel drive,TRUE,17,Gasoline,23,Automatic transmission,Toyota,2010,270,248
Front-wheel drive,TRUE,18,Gasoline,24,Automatic transmission,Toyota,2010,270,248
Four-wheel drive,TRUE,17,Gasoline,23,Automatic transmission,Toyota,2010,270,248
Front-wheel drive,TRUE,18,Gasoline,24,Automatic transmission,Toyota,2010,270,248
Four-wheel drive,TRUE,17,Gasoline,23,Automatic transmission,Toyota,2010,270,248
Front-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Honda,2011,271,254
Front-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Honda,2011,271,254
Four-wheel drive,TRUE,18,Gasoline,26,Automatic transmission,Honda,2011,271,254
Four-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Toyota,2011,381,401
Four-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Toyota,2010,381,401
Front-wheel drive,TRUE,26,Gasoline,32,Manual transmission,Toyota,2011,132,128
Front-wheel drive,TRUE,25,Gasoline,32,Automatic transmission,Toyota,2011,132,128
Front-wheel drive,TRUE,21,Gasoline,28,Manual transmission,Toyota,2011,158,162
Front-wheel drive,TRUE,21,Gasoline,29,Automatic transmission,Toyota,2011,158,162
All-wheel drive,TRUE,20,Gasoline,26,Automatic transmission,Toyota,2011,158,162
Rear-wheel drive,TRUE,10,Gasoline,16,Automatic transmission,Maybach,2010,631,738
Rear-wheel drive,TRUE,10,Gasoline,16,Automatic transmission,Maybach,2010,543,664
Rear-wheel drive,TRUE,10,Gasoline,16,Automatic transmission,Maybach,2010,604,738
Rear-wheel drive,TRUE,10,Gasoline,16,Automatic transmission,Maybach,2011,631,738
Rear-wheel drive,TRUE,10,Gasoline,16,Automatic transmission,Maybach,2011,620,738
Rear-wheel drive,TRUE,10,Gasoline,16,Automatic transmission,Maybach,2010,543,664
Rear-wheel drive,TRUE,10,Gasoline,16,Automatic transmission,Maybach,2010,604,738
Rear-wheel drive,TRUE,10,Gasoline,16,Automatic transmission,Maybach,2010,631,738
Rear-wheel drive,TRUE,10,Gasoline,16,Automatic transmission,Maybach,2011,620,738
Rear-wheel drive,TRUE,10,Gasoline,16,Automatic transmission,Maybach,2011,543,664
Rear-wheel drive,TRUE,10,Gasoline,16,Automatic transmission,Maybach,2009,604,738
Rear-wheel drive,TRUE,10,Gasoline,16,Automatic transmission,Maybach,2010,604,738
Rear-wheel drive,TRUE,10,Gasoline,16,Automatic transmission,Maybach,2011,620,738
Front-wheel drive,TRUE,26,Gasoline,32,Manual transmission,Toyota,2010,132,128
Front-wheel drive,TRUE,25,Gasoline,31,Automatic transmission,Toyota,2010,132,128
Front-wheel drive,TRUE,21,Gasoline,28,Manual transmission,Toyota,2010,158,162
Front-wheel drive,TRUE,21,Gasoline,29,Automatic transmission,Toyota,2010,158,162
All-wheel drive,TRUE,20,Gasoline,26,Automatic transmission,Toyota,2010,158,162
Front-wheel drive,TRUE,21,Gasoline,28,Manual transmission,Toyota,2010,158,162
Front-wheel drive,TRUE,21,Gasoline,29,Automatic transmission,Toyota,2010,158,162
Front-wheel drive,TRUE,25,Gasoline,31,Automatic transmission,Nissan,2010,132,128
Four-wheel drive,TRUE,12,Gasoline,18,Automatic transmission,Nissan,2011,317,385
Four-wheel drive,TRUE,12,Gasoline,18,Automatic transmission,Nissan,2011,317,385
Four-wheel drive,TRUE,12,Gasoline,18,Automatic transmission,Nissan,2011,317,385
Rear-wheel drive,TRUE,13,Gasoline,19,Automatic transmission,Nissan,2011,317,385
Rear-wheel drive,TRUE,12,Gasoline,18,Automatic transmission,Nissan,2011,317,385
Rear-wheel drive,TRUE,12,Gasoline,18,Automatic transmission,Nissan,2011,317,385
Front-wheel drive,TRUE,23,Gasoline,33,Manual transmission,Volkswagen,2011,170,177
Front-wheel drive,TRUE,24,Gasoline,31,Automatic transmission,Volkswagen,2011,170,177
Front-wheel drive,TRUE,23,Gasoline,33,Manual transmission,Volkswagen,2011,170,177
Front-wheel drive,TRUE,24,Gasoline,31,Automatic transmission,Volkswagen,2011,170,177
Front-wheel drive,TRUE,24,Gasoline,31,Automatic transmission,Volkswagen,2011,170,177
Front-wheel drive,TRUE,24,Gasoline,31,Automatic transmission,Volkswagen,2011,170,177
Front-wheel drive,TRUE,30,Gasoline,42,Manual transmission,Volkswagen,2011,140,236
Front-wheel drive,TRUE,27,Gasoline,35,Manual transmission,Chevrolet,2011,108,105
Front-wheel drive,TRUE,27,Gasoline,35,Manual transmission,Chevrolet,2011,108,105
Front-wheel drive,TRUE,25,Gasoline,34,Automatic transmission,Chevrolet,2011,108,105
Front-wheel drive,TRUE,27,Gasoline,35,Manual transmission,Chevrolet,2011,108,105
Front-wheel drive,TRUE,25,Gasoline,34,Automatic transmission,Chevrolet,2011,108,105
Front-wheel drive,TRUE,21,Gasoline,31,Manual transmission,Volkswagen,2010,200,207
Front-wheel drive,TRUE,21,Gasoline,31,Manual transmission,Volkswagen,2010,200,207
Front-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Volkswagen,2010,280,265
Front-wheel drive,TRUE,17,Gasoline,25,Automatic transmission,Volkswagen,2010,280,265
All-wheel drive,TRUE,16,Gasoline,24,Automatic transmission,Audi,2011,350,325
All-wheel drive,TRUE,18,Gasoline,26,Automatic transmission,Audi,2010,300,310
Front-wheel drive,TRUE,27,Gasoline,35,Manual transmission,Chevrolet,2011,108,105
Front-wheel drive,TRUE,27,Gasoline,35,Manual transmission,Chevrolet,2011,108,105
Front-wheel drive,TRUE,25,Gasoline,34,Automatic transmission,Chevrolet,2011,108,105
Front-wheel drive,TRUE,27,Gasoline,35,Manual transmission,Chevrolet,2011,108,105
Front-wheel drive,TRUE,25,Gasoline,34,Automatic transmission,Chevrolet,2011,108,105
All-wheel drive,TRUE,16,Gasoline,23,Automatic transmission,Audi,2010,350,325
All-wheel drive,TRUE,18,Gasoline,26,Automatic transmission,Audi,2011,300,310
All-wheel drive,TRUE,18,Gasoline,26,Automatic transmission,Audi,2010,300,310
All-wheel drive,TRUE,18,Gasoline,28,Automatic transmission,Audi,2012,310,325
All-wheel drive,TRUE,17,Gasoline,27,Automatic transmission,Audi,2011,372,328
All-wheel drive,TRUE,17,Gasoline,27,Automatic transmission,Audi,2011,372,328
Four-wheel drive,TRUE,12,Gasoline,18,Automatic transmission,Nissan,2010,317,385
Four-wheel drive,TRUE,12,Gasoline,18,Automatic transmission,Nissan,2010,317,385
Rear-wheel drive,TRUE,12,Gasoline,18,Automatic transmission,Nissan,2010,317,385
Rear-wheel drive,TRUE,12,Gasoline,18,Automatic transmission,Nissan,2010,317,385
Rear-wheel drive,TRUE,12,Gasoline,18,Automatic transmission,Nissan,2010,317,385
Four-wheel drive,TRUE,12,Gasoline,18,Automatic transmission,Nissan,2010,317,385
All-wheel drive,TRUE,16,Gasoline,23,Automatic transmission,Audi,2010,350,325
All-wheel drive,TRUE,16,Gasoline,23,Automatic transmission,Audi,2010,350,325
Front-wheel drive,TRUE,25,Gasoline,30,Manual transmission,Nissan,2011,122,127
Front-wheel drive,TRUE,25,Gasoline,30,Manual transmission,Nissan,2011,122,127
Front-wheel drive,TRUE,25,Gasoline,30,Manual transmission,Nissan,2010,122,127
Front-wheel drive,TRUE,25,Gasoline,30,Manual transmission,Nissan,2010,122,127
All-wheel drive,TRUE,20,Gasoline,27,Automatic transmission,Audi,2012,211,258
All-wheel drive,TRUE,18,Gasoline,23,Automatic transmission,Audi,2012,270,243
All-wheel drive,TRUE,20,Gasoline,27,Automatic transmission,Audi,2011,211,258
All-wheel drive,TRUE,18,Gasoline,23,Automatic transmission,Audi,2011,270,243
Front-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Honda,2010,271,254
Front-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,Honda,2010,271,254
Four-wheel drive,TRUE,17,Gasoline,25,Automatic transmission,Honda,2010,271,254
All-wheel drive,TRUE,18,Gasoline,23,Automatic transmission,Audi,2010,270,243
All-wheel drive,TRUE,18,Gasoline,23,Automatic transmission,Audi,2009,270,243
Front-wheel drive,TRUE,26,Gasoline,34,Manual transmission,Honda,2011,140,128
Front-wheel drive,TRUE,25,Gasoline,36,Automatic transmission,Honda,2011,140,128
Front-wheel drive,TRUE,26,Gasoline,34,Manual transmission,Honda,2011,140,128
Front-wheel drive,TRUE,25,Gasoline,36,Automatic transmission,Honda,2011,140,128
Front-wheel drive,TRUE,26,Gasoline,34,Manual transmission,Honda,2011,140,128
Front-wheel drive,TRUE,25,Gasoline,36,Automatic transmission,Honda,2011,140,128
Front-wheel drive,TRUE,25,Gasoline,36,Automatic transmission,Honda,2011,140,128
Front-wheel drive,TRUE,21,Gasoline,29,Manual transmission,Honda,2011,197,139
All-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Audi,2012,333,325
All-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Audi,2012,280,295
All-wheel drive,TRUE,17,Diesel fuel,25,Automatic transmission,Audi,2012,225,406
Rear-wheel drive,TRUE,12,Gasoline,20,Manual transmission,Lamborghini,2010,550,398
Front-wheel drive,TRUE,27,Gasoline,35,Manual transmission,Chevrolet,2010,108,105
Front-wheel drive,TRUE,27,Gasoline,35,Manual transmission,Chevrolet,2010,108,105
Front-wheel drive,TRUE,25,Gasoline,34,Automatic transmission,Chevrolet,2010,108,105
Front-wheel drive,TRUE,27,Gasoline,35,Manual transmission,Chevrolet,2010,108,105
Front-wheel drive,TRUE,25,Gasoline,34,Automatic transmission,Chevrolet,2010,108,105
Rear-wheel drive,TRUE,16,Gasoline,24,Automatic transmission,Lexus,2010,380,367
All-wheel drive,TRUE,16,Gasoline,23,Automatic transmission,Lexus,2010,357,344
Rear-wheel drive,TRUE,16,Gasoline,24,Automatic transmission,Lexus,2010,380,367
All-wheel drive,TRUE,16,Gasoline,23,Automatic transmission,Lexus,2010,357,344
Four-wheel drive,TRUE,12,Gasoline,20,Manual transmission,Lamborghini,2011,560,398
Four-wheel drive,TRUE,12,Gasoline,20,Manual transmission,Lamborghini,2011,560,398
Front-wheel drive,TRUE,30,Gasoline,40,Automatic transmission,Hyundai,2012,138,123
Front-wheel drive,TRUE,30,Gasoline,40,Automatic transmission,Hyundai,2012,138,123
Front-wheel drive,TRUE,30,Gasoline,40,Manual transmission,Hyundai,2012,138,123
Front-wheel drive,TRUE,30,Gasoline,40,Manual transmission,Hyundai,2012,138,123
Rear-wheel drive,TRUE,16,Gasoline,24,Automatic transmission,Lexus,2011,380,367
All-wheel drive,TRUE,16,Gasoline,23,Automatic transmission,Lexus,2011,357,344
Rear-wheel drive,TRUE,16,Gasoline,24,Automatic transmission,Lexus,2011,380,367
All-wheel drive,TRUE,16,Gasoline,23,Automatic transmission,Lexus,2011,357,344
Front-wheel drive,TRUE,27,Gasoline,36,Automatic transmission,Hyundai,2011,110,106
Front-wheel drive,TRUE,28,Gasoline,34,Manual transmission,Hyundai,2011,110,106
Front-wheel drive,TRUE,28,Gasoline,34,Manual transmission,Hyundai,2011,110,106
Front-wheel drive,TRUE,28,Gasoline,34,Manual transmission,Hyundai,2011,110,106
Front-wheel drive,TRUE,27,Gasoline,36,Automatic transmission,Hyundai,2011,110,106
Front-wheel drive,TRUE,28,Gasoline,34,Manual transmission,Hyundai,2010,110,106
Front-wheel drive,TRUE,27,Gasoline,36,Automatic transmission,Hyundai,2010,110,106
Front-wheel drive,TRUE,28,Gasoline,34,Manual transmission,Hyundai,2010,110,106
Front-wheel drive,TRUE,27,Gasoline,36,Automatic transmission,Hyundai,2010,110,106
Front-wheel drive,TRUE,27,Gasoline,36,Manual transmission,Hyundai,2010,110,106
Front-wheel drive,TRUE,30,Gasoline,40,Manual transmission,Hyundai,2012,138,123
Front-wheel drive,TRUE,30,Gasoline,40,Automatic transmission,Hyundai,2012,138,123
Front-wheel drive,TRUE,27,Gasoline,36,Automatic transmission,Hyundai,2011,110,106
Front-wheel drive,TRUE,28,Gasoline,34,Manual transmission,Hyundai,2011,110,106
Front-wheel drive,TRUE,28,Gasoline,34,Manual transmission,Hyundai,2010,110,106
Front-wheel drive,TRUE,27,Gasoline,36,Automatic transmission,Hyundai,2010,110,106
Front-wheel drive,TRUE,20,Gasoline,28,Automatic transmission,Hyundai,2011,260,233
Front-wheel drive,TRUE,19,Gasoline,27,Automatic transmission,Hyundai,2011,283,263
Front-wheel drive,TRUE,17,Gasoline,26,Automatic transmission,Hyundai,2010,263,257
Front-wheel drive,TRUE,18,Gasoline,26,Automatic transmission,Hyundai,2010,234,226
All-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Audi,2011,333,325
All-wheel drive,TRUE,16,Gasoline,22,Automatic transmission,Audi,2011,272,295
All-wheel drive,TRUE,17,Diesel fuel,25,Automatic transmission,Audi,2011,225,406
All-wheel drive,TRUE,14,Gasoline,19,Automatic transmission,Audi,2010,280,266
All-wheel drive,TRUE,17,Diesel fuel,25,Automatic transmission,Audi,2010,225,406
All-wheel drive,TRUE,13,Gasoline,18,Automatic transmission,Audi,2010,350,325
Front-wheel drive,TRUE,22,Gasoline,28,Automatic transmission,Toyota,2011,179,172
Four-wheel drive,TRUE,21,Gasoline,27,Automatic transmission,Toyota,2011,179,172
Front-wheel drive,TRUE,19,Gasoline,27,Automatic transmission,Toyota,2011,269,246
Four-wheel drive,TRUE,19,Gasoline,26,Automatic transmission,Toyota,2011,269,246
Front-wheel drive,TRUE,22,Gasoline,28,Automatic transmission,Toyota,2011,179,172
Four-wheel drive,TRUE,21,Gasoline,27,Automatic transmission,Toyota,2011,179,172
Front-wheel drive,TRUE,19,Gasoline,27,Automatic transmission,Toyota,2011,269,246
Four-wheel drive,TRUE,19,Gasoline,26,Automatic transmission,Toyota,2011,269,246
Front-wheel drive,TRUE,22,Gasoline,28,Automatic transmission,Toyota,2011,179,172
Four-wheel drive,TRUE,21,Gasoline,27,Automatic transmission,Toyota,2011,179,172
Front-wheel drive,TRUE,19,Gasoline,27,Automatic transmission,Toyota,2011,269,246
Four-wheel drive,TRUE,19,Gasoline,26,Automatic transmission,Toyota,2011,269,246
Front-wheel drive,TRUE,24,Gasoline,29,Manual transmission,Nissan,2009,122,127
Front-wheel drive,TRUE,24,Gasoline,29,Manual transmission,Nissan,2009,122,127
Front-wheel drive,TRUE,21,Gasoline,30,Automatic transmission,Volvo,2011,227,236
Rear-wheel drive,TRUE,17,Gasoline,28,Manual transmission,Chevrolet,2012,323,278
Rear-wheel drive,TRUE,19,Gasoline,30,Automatic transmission,Chevrolet,2012,323,278
Rear-wheel drive,TRUE,17,Gasoline,28,Manual transmission,Chevrolet,2012,323,278
Rear-wheel drive,TRUE,19,Gasoline,30,Automatic transmission,Chevrolet,2012,323,278
Rear-wheel drive,TRUE,16,Gasoline,24,Manual transmission,Chevrolet,2012,426,420
Rear-wheel drive,TRUE,15,Gasoline,24,Automatic transmission,Chevrolet,2012,426,420
Rear-wheel drive,TRUE,16,Gasoline,24,Manual transmission,Chevrolet,2012,426,420
Rear-wheel drive,TRUE,15,Gasoline,24,Automatic transmission,Chevrolet,2012,426,420
Front-wheel drive,TRUE,24,Gasoline,31,Manual transmission,Nissan,2011,188,177
Front-wheel drive,TRUE,24,Gasoline,31,Manual transmission,Nissan,2011,188,177
Rear-wheel drive,TRUE,17,Gasoline,28,Manual transmission,Chevrolet,2011,312,278
Rear-wheel drive,TRUE,19,Gasoline,30,Automatic transmission,Chevrolet,2011,312,278
Rear-wheel drive,TRUE,17,Gasoline,28,Manual transmission,Chevrolet,2011,312,278
Rear-wheel drive,TRUE,19,Gasoline,30,Automatic transmission,Chevrolet,2011,312,278
Rear-wheel drive,TRUE,16,Gasoline,24,Manual transmission,Chevrolet,2011,426,420
Rear-wheel drive,TRUE,15,Gasoline,24,Automatic transmission,Chevrolet,2011,426,420
Rear-wheel drive,TRUE,16,Gasoline,24,Manual transmission,Chevrolet,2011,426,420
Rear-wheel drive,TRUE,16,Gasoline,25,Automatic transmission,Chevrolet,2011,426,420
Rear-wheel drive,TRUE,18,Gasoline,26,Manual transmission,Mercedes,2010,228,221
Rear-wheel drive,TRUE,18,Gasoline,26,Automatic transmission,Mercedes,2010,228,221
Rear-wheel drive,TRUE,17,Gasoline,25,Automatic transmission,Mercedes,2010,268,258
Rear-wheel drive,TRUE,18,Gasoline,27,Automatic transmission,BMW Motorrad,2010,230,200
Rear-wheel drive,TRUE,17,Gasoline,26,Manual transmission,BMW,2010,300,300
Rear-wheel drive,TRUE,17,Gasoline,26,Automatic transmission,BMW,2010,300,300
Rear-wheel drive,TRUE,18,Gasoline,28,Manual transmission,BMW Motorrad,2010,230,200
Rear-wheel drive,TRUE,17,Gasoline,28,Manual transmission,Chevrolet,2012,323,278
Rear-wheel drive,TRUE,19,Gasoline,30,Automatic transmission,Chevrolet,2012,323,278
Rear-wheel drive,TRUE,17,Gasoline,28,Manual transmission,Chevrolet,2012,323,278
Rear-wheel drive,TRUE,19,Gasoline,30,Automatic transmission,Chevrolet,2012,323,278
Rear-wheel drive,TRUE,16,Gasoline,24,Manual transmission,Chevrolet,2012,426,420
Rear-wheel drive,TRUE,15,Gasoline,24,Automatic transmission,Chevrolet,2012,426,420
Rear-wheel drive,TRUE,16,Gasoline,24,Manual transmission,Chevrolet,2012,426,420
Rear-wheel drive,TRUE,15,Gasoline,24,Automatic transmission,Chevrolet,2012,426,420
Rear-wheel drive,TRUE,17,Gasoline,28,Manual transmission,Chevrolet,2012,323,278
Rear-wheel drive,TRUE,18,Gasoline,29,Automatic transmission,Chevrolet,2012,323,278
All-wheel drive,TRUE,13,E85,19,Automatic transmission,Mercedes,2010,228,221
Rear-wheel drive,TRUE,18,Gasoline,26,Automatic transmission,Mercedes,2010,228,221
Front-wheel drive,TRUE,29,Gasoline,40,Automatic transmission,Hyundai,2012,145,130
Front-wheel drive,TRUE,29,Gasoline,40,Automatic transmission,Hyundai,2012,148,131
Front-wheel drive,TRUE,29,Gasoline,40,Manual transmission,Hyundai,2012,148,131
Front-wheel drive,TRUE,29,Gasoline,40,Automatic transmission,Hyundai,2012,145,130
Front-wheel drive,TRUE,29,Gasoline,40,Automatic transmission,Hyundai,2012,148,131
Front-wheel drive,TRUE,29,Gasoline,40,Automatic transmission,Hyundai,2011,148,131
Front-wheel drive,TRUE,29,Gasoline,40,Automatic transmission,Hyundai,2011,148,131
Front-wheel drive,TRUE,29,Gasoline,40,Automatic transmission,Hyundai,2011,145,130
Front-wheel drive,TRUE,29,Gasoline,40,Manual transmission,Hyundai,2011,148,131
Front-wheel drive,TRUE,29,Gasoline,40,Automatic transmission,Hyundai,2011,145,130
Front-wheel drive,TRUE,26,Gasoline,34,Automatic transmission,Hyundai,2010,138,136
Front-wheel drive,TRUE,26,Gasoline,34,Automatic transmission,Hyundai,2010,132,133
Front-wheel drive,TRUE,25,Gasoline,34,Manual transmission,Hyundai,2010,138,136
Front-wheel drive,TRUE,26,Gasoline,34,Automatic transmission,Hyundai,2010,132,133
Front-wheel drive,TRUE,26,Gasoline,34,Automatic transmission,Hyundai,2010,138,136
Front-wheel drive,TRUE,22,Gasoline,32,Manual transmission,Ford,2012,175,172
Front-wheel drive,TRUE,23,Gasoline,33,Automatic transmission,Ford,2012,175,172
Front-wheel drive,TRUE,23,Gasoline,33,Automatic transmission,Ford,2012,175,172
Front-wheel drive,TRUE,20,Gasoline,28,Automatic transmission,Ford,2012,240,223
Front-wheel drive,TRUE,23,Gasoline,33,Automatic transmission,Ford,2012,175,172
